g,dB,WWseedDensity,RWseedDensity,RRseedDensity,WWplantDensity,RWplantDensity,RRplantDensity
0.341,0.579544764795144,6783.48622772745,0.000749605946144144,0.00168496957752645,207.601611814295,2.31211623332643e-05,5.2112127680101e-05
0.342,0.582127659574468,6753.39328689907,0.000743972042009481,0.0016705223880668,207.601620873421,2.30498933413765e-05,5.18972486884982e-05
0.343,0.584718417047184,6723.47549151709,0.00073838730978055,0.00165620364194828,207.601629421611,2.29789120758125e-05,5.16830773188463e-05
0.344,0.587317073170732,6693.73133123901,0.000732851254009289,0.00164201211126418,207.601637485004,2.2908217745082e-05,5.14696134004092e-05
0.345,0.589923664122137,6664.15931244681,0.000727363384974515,0.00162794658138817,207.601645088582,2.28378095553775e-05,5.12568567392221e-05
0.346,0.592538226299694,6634.75795803615,0.00072192321860716,0.00161400585080751,207.601652256214,2.27676867106604e-05,5.10448071183359e-05
0.347,0.595160796324655,6605.52580720813,0.00071653027641655,0.00160018873095861,207.601659010698,2.26978484127475e-05,5.08334642980599e-05
0.348,0.597791411042945,6576.46141526376,0.00071118408541772,0.00158649404606484,207.601665373796,2.26282938613943e-05,5.06228280162027e-05
0.349,0.600430107526882,6547.56335340094,0.000705884178059751,0.00157292063297662,207.601671366282,2.25590222543788e-05,5.04128979883131e-05
0.35,0.603076923076923,6518.83020851408,0.000700630092155114,0.00155946734101375,207.601677007972,2.24900327875835e-05,5.02036739079183e-05
0.351,0.605731895223421,6490.2605829962,0.00069542137081,0.00154613303180988,207.601682317767,2.24213246550755e-05,4.99951554467617e-05
0.352,0.608395061728395,6461.85309454358,0.000690257562355637,0.00153291657915924,207.601687313684,2.23528970491867e-05,4.97873422550395e-05
0.353,0.611066460587326,6433.60637596287,0.000685138220280563,0.0015198168688654,207.601692012894,2.22847491605923e-05,4.95802339616352e-05
0.354,0.61374613003096,6405.51907498066,0.000680062903163852,0.00150683279859221,207.601696431754,2.22168801783874e-05,4.93738301743538e-05
0.355,0.616434108527132,6377.5898540555,0.000675031174609282,0.00149396327771682,207.601700585837,2.21492892901638e-05,4.91681304801536e-05
0.356,0.619130434782609,6349.81739019228,0.000670042603180411,0.00148120722718465,207.60170448997,2.20819756820844e-05,4.89631344453774e-05
0.357,0.621835147744946,6322.20037475906,0.000665096762336585,0.0014685635793665,207.601708158256,2.20149385389576e-05,4.87588416159819e-05
0.358,0.624548286604361,6294.73751330617,0.000660193230369824,0.00145603127791757,207.601711604112,2.19481770443092e-05,4.8555251517766e-05
0.359,0.627269890795632,6267.42752538768,0.000655331590342602,0.00144360927763847,207.601714840288,2.18816903804543e-05,4.83523636565972e-05
0.36,0.63,6240.26914438516,0.000650511430026497,0.00143129654433812,207.601717878905,2.18154777285678e-05,4.8150177518637e-05
0.361,0.632738654147105,6213.26111733374,0.000645732341841702,0.00141909205469865,207.601720731471,2.17495382687532e-05,4.79486925705651e-05
0.362,0.635485893416928,6186.40220475033,0.000640993922797379,0.00140699479614206,207.601723408915,2.16838711801112e-05,4.77479082598011e-05
0.363,0.638241758241758,6159.69118046422,0.00063629577443285,0.00139500376669883,207.601725921606,2.16184756408062e-05,4.7547824014726e-05
0.364,0.641006289308176,6133.12683144968,0.000631637502759614,0.00138311797487825,207.601728279382,2.15533508281327e-05,4.73484392449013e-05
0.365,0.643779527559055,6106.70795766092,0.000627018718204167,0.00137133643954068,207.601730491568,2.14884959185797e-05,4.7149753341287e-05
0.366,0.646561514195583,6080.43337186907,0.000622439035551635,0.00135965818977146,207.601732567002,2.14239100878946e-05,4.69517656764583e-05
0.367,0.649352290679305,6054.30189950132,0.000617898073890179,0.00134808226475664,207.601734514055,2.13595925111456e-05,4.67544756048205e-05
0.368,0.652151898734177,6028.31237848221,0.000613395456556189,0.0013366077136604,207.601736340652,2.12955423627836e-05,4.6557882462822e-05
0.369,0.654960380348653,6002.46365907692,0.00060893081108024,0.00132523359550416,207.601738054291,2.12317588167026e-05,4.63619855691671e-05
0.37,0.657777777777778,5976.75460373665,0.000604503769133799,0.00131395897904742,207.601739662064,2.11682410462986e-05,4.61667842250257e-05
0.371,0.66060413354531,5951.18408694601,0.000600113966476682,0.00130278294267015,207.601741170676,2.11049882245289e-05,4.59722777142427e-05
