AsexualSexual,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
0.00418352527745737,9,0.153,0.0852051388313303,0.847,7.13172395696668,1,6.77777777777778,1,7.66013071895425
0.00418352527745737,10,0.169,0.0769167012018235,0.831,6.30734650419969,1,5.51479289940828,1,6.46153846153846
0.00418352527745737,11,0.149,0.0791545793617903,0.851,5.8579105760963,1,6.45637583892617,1,7.36241610738255
0.00418352527745737,12,0.149,0.0688769167012018,0.851,5.39064500246184,1,5.6241610738255,1,6.53020134228188
0.00418352527745737,13,0.162,0.082469954413593,0.838,4.92904575639043,1,6.17901234567901,1,7.10493827160494
0.00418352527745737,14,0.123,0.0673021135515955,0.877,4.73689974726201,1,6.6260162601626,1,7.57723577235772
0.00418352527745737,15,0.153,0.086033982594281,0.847,4.25517024455453,1,6.80392156862745,1,7.76470588235294
0.00418352527745737,16,0.154,0.07882304185661,0.846,4.01017474010175,1,6.22727272727273,1,7.12337662337662
0.00418352527745737,17,0.174,0.0941566514711977,0.826,3.64945444436722,1,6.57471264367816,1,7.48275862068965
0.00418352527745737,18,0.17,0.09092416079569,0.83,3.52204481240555,1,6.48823529411765,1,7.41764705882353
0.00418352527745737,19,0.163,0.0857024450891007,0.837,3.32654459392128,1,6.38036809815951,1,7.30674846625767
0.00418352527745737,20,0.168,0.100704517198508,0.832,3.16147560397916,1,7.26190476190476,1,8.20238095238095
0.00418352527745737,21,0.152,0.0798176543721509,0.848,3.08141632837167,1,6.36842105263158,1,7.30263157894737
0.00418352527745737,22,0.178,0.0978864484044758,0.822,2.8490677874771,1,6.65730337078652,1,7.6123595505618
0.00418352527745737,23,0.174,0.0861168669705761,0.826,2.7248761865456,1,6.02873563218391,1,6.91379310344828
0.00418352527745737,24,0.147,0.0740986324077911,0.853,2.69797894944903,1,6.12244897959184,1,7.04081632653061
0.00418352527745737,25,0.16,0.0859510982179859,0.84,2.57394316079138,1,6.5,1,7.4625
0.00418352527745737,26,0.171,0.0935764608371322,0.829,2.41153108737332,1,6.63157894736842,1,7.57309941520468
0.00418352527745737,27,0.168,0.0773311230832988,0.832,2.36313659952502,1,5.57738095238095,1,6.52976190476191
0.00418352527745737,28,0.145,0.0825528387898881,0.855,2.31895053617598,1,6.91034482758621,1,7.82758620689655
0.00418352527745737,29,0.179,0.0886862826357232,0.821,2.16658474645695,1,6.01675977653631,1,6.93854748603352
0.00418352527745737,30,0.146,0.0829672606713635,0.854,2.17939686560076,1,6.88356164383562,1,7.82876712328767
0.00418352527745737,31,0.154,0.075093244923332,0.846,2.08642873554415,1,5.91558441558442,1,6.85064935064935
0.00418352527745737,32,0.15,0.0745130542892665,0.85,2.01750482124314,1,6.02,1,6.96666666666667
0.00418352527745737,33,0.143,0.0778284293410692,0.857,1.98580209194493,1,6.58741258741259,1,7.54545454545455
0.00418352527745737,34,0.162,0.07882304185661,0.838,1.87295439478,1,5.90123456790123,1,6.83950617283951
0.00418352527745737,35,0.157,0.0876087857438873,0.843,1.81787675411836,1,6.7515923566879,1,7.71337579617834
0.00418352527745737,36,0.155,0.0777455449647741,0.845,1.7945101657495,1,6.07741935483871,1,7.0258064516129
0.00418352527745737,37,0.149,0.0743472855366763,0.851,1.75408680043593,1,6.05369127516779,1,6.98657718120805
0.00418352527745737,38,0.161,0.0813095731454621,0.839,1.67175453382027,1,6.14285714285714,1,7.04347826086957
0.00418352527745737,39,0.164,0.0828843762950684,0.836,1.63638852553768,1,6.10975609756098,1,7.08536585365854
0.00418352527745737,40,0.151,0.0907583920430999,0.849,1.60903860980962,1,7.27814569536424,1,8.22516556291391
0.00418352527745737,41,0.175,0.089680895151264,0.825,1.54120473557762,1,6.2,1,7.16571428571429
0.00418352527745737,42,0.171,0.0859510982179859,0.829,1.50831071913161,1,6.09356725146199,1,7.02923976608187
0.00418352527745737,43,0.152,0.0731040198922503,0.848,1.50670825971731,1,5.83552631578947,1,6.76315789473684
0.00418352527745737,44,0.16,0.0818068794032325,0.84,1.46179581264839,1,6.1875,1,7.15
0.00418352527745737,45,0.163,0.0832159138002486,0.837,1.42004168755442,1,6.21472392638037,1,7.09815950920245
0.00418352527745737,46,0.14,0.0699544135930377,0.86,1.4269497690978,1,6.06428571428571,1,6.99285714285714
0.00418352527745737,47,0.175,0.0956485702445089,0.825,1.33044510685596,1,6.63428571428571,1,7.55428571428571
0.00418352527745737,48,0.164,0.0863655200994612,0.836,1.33501558557221,1,6.3719512195122,1,7.33536585365854
0.00418352527745737,49,0.132,0.0721094073767095,0.868,1.34834100266408,1,6.60606060606061,1,7.57575757575758
0.00418352527745737,50,0.15,0.0803978450062163,0.85,1.29245372567632,1,6.47333333333333,1,7.46
0.00418352527745737,51,0.157,0.0772482387070037,0.843,1.25412372333248,1,5.96815286624204,1,6.90445859872611
0.00418352527745737,52,0.178,0.103108164111065,0.822,1.21237301677891,1,7.02247191011236,1,7.95505617977528
0.00418352527745737,53,0.156,0.0856195607128056,0.844,1.21286031042129,1,6.66025641025641,1,7.58333333333333
0.00418352527745737,54,0.155,0.0859510982179859,0.845,1.18670593924474,1,6.70322580645161,1,7.67741935483871
0.00418352527745737,55,0.156,0.0773311230832988,0.844,1.17527731019897,1,6.00641025641026,1,6.95512820512821
0.00418352527745737,56,0.142,0.0857024450891007,0.858,1.1699508432918,1,7.30985915492958,1,8.25352112676056
0.00418352527745737,57,0.161,0.0749274761707418,0.839,1.11932965545956,1,5.6583850931677,1,6.57142857142857
0.00418352527745737,58,0.138,0.0734355573974306,0.862,1.13256437000225,1,6.45652173913043,1,7.38405797101449
0.00418352527745737,59,0.157,0.0850393700787402,0.843,1.08673100120627,1,6.57324840764331,1,7.4968152866242
0.00418352527745737,60,0.144,0.0794032324906755,0.856,1.08443355205945,1,6.66666666666667,1,7.63888888888889
0.00418352527745737,61,0.144,0.077579776212184,0.856,1.0738552437223,1,6.54861111111111,1,7.45138888888889
0.00418352527745737,62,0.181,0.0975549108992955,0.819,0.999119970920778,1,6.53591160220994,1,7.46961325966851
0.00418352527745737,63,0.141,0.0750103605470369,0.859,1.03879164313947,1,6.43262411347518,1,7.40425531914894
0.00418352527745737,64,0.166,0.0895151263986738,0.834,0.987621377214439,1,6.53012048192771,1,7.48192771084337
0.00418352527745737,65,0.16,0.0806464981351015,0.84,0.982774979928472,1,6.11875,1,7.04375
0.00418352527745737,66,0.164,0.0939079983423125,0.836,0.957710280373832,1,6.94512195121951,1,7.8719512195122
0.00418352527745737,67,0.167,0.0814753418980522,0.833,0.956386237671099,1,5.90419161676647,1,6.86826347305389
0.00418352527745737,68,0.149,0.0792374637380854,0.851,0.951695624869165,1,6.4496644295302,1,7.38255033557047
0.00418352527745737,69,0.16,0.0799005387484459,0.84,0.922340279210508,1,6.05625,1,6.99375
0.00418352527745737,70,0.157,0.0780770824699544,0.843,0.913383157930415,1,6.02547770700637,1,6.97452229299363
0.00418352527745737,71,0.158,0.0853709075839204,0.842,0.897191264682785,1,6.55063291139241,1,7.4873417721519
0.00418352527745737,72,0.154,0.0736013261500207,0.846,0.892511739022984,1,5.80519480519481,1,6.72727272727273
0.00418352527745737,73,0.155,0.0721922917530046,0.845,0.885651608709782,1,5.67096774193548,1,6.56774193548387
0.00418352527745737,74,0.144,0.078740157480315,0.856,0.882203987435092,1,6.61805555555556,1,7.57638888888889
0.00418352527745737,75,0.126,0.0621632822213013,0.874,0.886960644855382,1,5.96031746031746,1,6.94444444444444
0.00418352527745737,76,0.155,0.0757563199336925,0.845,0.843702721671996,1,5.90322580645161,1,6.89032258064516
0.00418352527745737,77,0.176,0.103688354745131,0.824,0.815688569272702,1,7.13636363636364,1,8.07954545454546
