g,dB,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
0.15,0.197647058823529,87,0.702,7.21082621082621,0.298,266.865771812081,1,16.959,1,9.385
0.15,0.197647058823529,88,0.708,8.85875706214689,0.292,269.928082191781,1,18.363,1,10.152
0.15,0.197647058823529,89,0.703,8.54054054054054,0.297,265.737373737374,1,18.821,1,9.36
0.15,0.197647058823529,90,0.706,7.57507082152974,0.294,270.455782312925,1,17.988,1,8.918
0.15,0.197647058823529,91,0.706,7.51133144475921,0.294,268.768707482993,1,18.265,1,8.602
0.15,0.197647058823529,92,0.749,7.51268357810414,0.251,267.175298804781,1,17.747,1,8.638
0.15,0.197647058823529,93,0.722,7.55678670360111,0.277,266.404332129964,1,17.75,1,8.888
0.15,0.197647058823529,94,0.71,7.68028169014084,0.29,267.972413793103,1,17.91,1,8.852
0.15,0.197647058823529,95,0.718,9.06267409470752,0.282,267.372340425532,1,19.851,1,9.876
0.15,0.197647058823529,96,0.733,9.00954979536153,0.267,269.531835205993,1,19.164,1,10.676
0.15,0.197647058823529,97,0.699,10.1673819742489,0.301,266.119601328904,1,19.067,1,11.357
0.15,0.197647058823529,98,0.725,8.26068965517241,0.275,267.909090909091,1,19.43,1,10.301
0.15,0.197647058823529,99,0.699,8.41487839771102,0.301,266.578073089701,1,19.34,1,10.562
0.15,0.197647058823529,100,0.709,7.93935119887165,0.291,264.86941580756,1,18.637,1,9.63
0.2,0.28,1,0.634,9.66876971608833,0.366,203.491803278689,1,17.509,1,10.019
0.2,0.28,2,0.661,8.46142208774584,0.339,202.778761061947,1,15.887,1,10.663
0.2,0.28,3,0.677,10.9025110782866,0.323,202.674922600619,1,17.025,1,12.056
0.2,0.28,4,0.647,11.2364760432767,0.353,200.71954674221,1,16.598,1,12.522
0.2,0.28,5,0.629,10.9968203497615,0.371,204,1,16.306,1,13.138
0.2,0.28,6,0.659,9.58877086494689,0.341,203.759530791789,1,15.675,1,12.985
0.2,0.28,7,0.656,8.59146341463415,0.344,205.994186046512,1,15.209,1,12.824
0.2,0.28,8,0.65,8.75538461538462,0.35,201.888571428571,1,16.07,1,12.197
0.2,0.28,9,0.661,8.66565809379728,0.339,203.474926253687,1,16.109,1,11.895
0.2,0.28,10,0.648,9.13117283950617,0.352,204.914772727273,1,15.913,1,11.708
0.2,0.28,11,0.637,9.99372056514914,0.363,204.595041322314,1,16.122,1,11.835
0.2,0.28,12,0.633,9.71090047393365,0.367,204.177111716621,1,16.3,1,11.353
0.2,0.28,13,0.644,9.34006211180124,0.356,201.47191011236,1,16.185,1,11.529
0.2,0.28,14,0.643,10.2566096423017,0.357,202.302521008403,1,17.051,1,11.778
0.2,0.28,15,0.638,9.16300940438872,0.362,205.453038674033,1,17.003,1,11.655
0.2,0.28,16,0.634,9.07097791798107,0.366,203.060109289617,1,16.335,1,11.637
0.2,0.28,17,0.633,8.98894154818325,0.367,204.16621253406,1,16.122,1,11.257
0.2,0.28,18,0.644,9.29347826086956,0.356,202.047752808989,1,16.411,1,11.713
0.2,0.28,19,0.647,9.15301391035549,0.353,203.886685552408,1,16.079,1,11.561
0.2,0.28,20,0.648,9.74845679012346,0.352,202.957386363636,1,16.554,1,11.865
0.2,0.28,21,0.645,10.506976744186,0.355,202.4,1,17.164,1,12.279
0.2,0.28,22,0.654,8.98470948012232,0.346,203.843930635838,1,16.243,1,12.287
0.2,0.28,23,0.659,8.2154779969651,0.341,203.225806451613,1,15.438,1,12.191
0.2,0.28,24,0.626,9.28753993610224,0.374,199.780748663102,1,15.448,1,12.392
0.2,0.28,25,0.668,9.06137724550898,0.332,203.448795180723,1,15.701,1,11.935
0.2,0.28,26,0.647,9.02627511591963,0.353,204.611898016997,1,16.125,1,11.356
0.2,0.28,27,0.663,8.87481146304676,0.337,204.421364985163,1,15.554,1,11.867
0.2,0.28,28,0.649,8.28197226502311,0.351,201.276353276353,1,15.455,1,10.666
0.2,0.28,29,0.641,7.75663026521061,0.359,204.562674094708,1,14.866,1,10.357
0.2,0.28,30,0.65,8.56307692307692,0.35,202.32,1,15.75,1,11.024
0.2,0.28,31,0.64,9.1390625,0.36,206.555555555556,1,15.867,1,10.705
0.2,0.28,32,0.644,8.95807453416149,0.356,203.851123595506,1,15.775,1,10.577
0.2,0.28,33,0.63,9.82539682539683,0.37,202.510810810811,1,16.03,1,11.215
0.2,0.28,34,0.661,9.09379727685325,0.339,201.716814159292,1,16.161,1,11.298
0.2,0.28,35,0.63,9.15873015873016,0.37,202.056756756757,1,15.615,1,11.773
0.2,0.28,36,0.643,10.4261275272162,0.357,204.392156862745,1,16.683,1,12.716
0.2,0.28,37,0.624,10.1266025641026,0.376,205.234042553192,1,16.691,1,12.414
0.2,0.28,38,0.638,10.2257053291536,0.362,204.118784530387,1,17.223,1,12.519
0.2,0.28,39,0.652,9.24233128834356,0.348,203.206896551724,1,16.568,1,12.413
0.2,0.28,40,0.63,9.82222222222222,0.37,203.154054054054,1,16.453,1,11.412
0.2,0.28,41,0.663,8.38763197586727,0.337,203.038575667656,1,15.661,1,10.919
0.2,0.28,42,0.623,7.86035313001605,0.377,203.116710875332,1,15.492,1,10.227
0.2,0.28,43,0.665,8.8781954887218,0.335,202.611940298507,1,16.234,1,11.08
0.2,0.28,44,0.651,9.86635944700461,0.349,202.512893982808,1,16.333,1,11.453
0.2,0.28,45,0.666,10.0885885885886,0.334,200.90119760479,1,16.497,1,11.806
0.2,0.28,46,0.654,10.4694189602446,0.346,201.872832369942,1,16.567,1,11.68
0.2,0.28,47,0.67,8.55820895522388,0.33,204.927272727273,1,16.102,1,10.826
0.2,0.28,48,0.653,8.42879019908116,0.347,204.389048991354,1,15.444,1,10.504
0.2,0.28,49,0.651,9.68509984639017,0.349,202.736389684814,1,15.914,1,11.424
0.2,0.28,50,0.618,11.0954692556634,0.382,202.541884816754,1,16.661,1,11.528
0.2,0.28,51,0.669,9.34828101644245,0.331,203.006042296073,1,16.619,1,11.724
0.2,0.28,52,0.602,10.8239202657807,0.398,201.959798994975,1,16.713,1,11.612
0.2,0.28,53,0.642,9.11214953271028,0.358,201.553072625698,1,15.638,1,11.256
0.2,0.28,54,0.635,9.02834645669291,0.365,201.487671232877,1,15.455,1,11.337
0.2,0.28,55,0.644,9.54347826086956,0.356,200.716292134831,1,16.633,1,11.619
0.2,0.28,56,0.648,9.10030864197531,0.352,202.1875,1,15.817,1,11.504
0.2,0.28,57,0.664,9.14457831325301,0.336,198.892857142857,1,16.6,1,11.617
0.2,0.28,58,0.628,9.67356687898089,0.372,201.370967741935,1,16.483,1,11.547
0.2,0.28,59,0.667,8.61169415292354,0.333,203.513513513514,1,15.355,1,10.922
0.2,0.28,60,0.658,8.77051671732523,0.342,202.760233918129,1,15.712,1,11.106
0.2,0.28,61,0.66,9.52878787878788,0.34,200.867647058824,1,16.389,1,11.169
0.2,0.28,62,0.648,9.80401234567901,0.352,203.630681818182,1,16.213,1,11.512
0.2,0.28,63,0.635,10.2708661417323,0.365,200.904109589041,1,17.114,1,11.689
0.2,0.28,64,0.62,10.2338709677419,0.38,202.323684210526,1,16.913,1,11.94
0.2,0.28,65,0.666,8.56456456456456,0.334,199.664670658683,1,16.299,1,11.76
0.2,0.28,66,0.642,10.0545171339564,0.358,202.198324022346,1,16.504,1,11.976
0.2,0.28,67,0.626,9.55271565495208,0.374,202.711229946524,1,15.798,1,11.955
0.2,0.28,68,0.651,7.99385560675883,0.349,204.501432664756,1,14.574,1,11.219
0.2,0.28,69,0.629,7.84737678855326,0.371,201.105121293801,1,14.543,1,11
0.2,0.28,70,0.636,9.01415094339623,0.364,204.593406593407,1,15.246,1,11.785
0.2,0.28,71,0.663,10.0467571644042,0.337,204.074183976261,1,16.451,1,12.603
0.2,0.28,72,0.659,9.46282245827011,0.341,200.058651026393,1,16.322,1,12.283
0.2,0.28,73,0.639,10.3787167449139,0.361,203.927977839335,1,16.328,1,12.716
0.2,0.28,74,0.648,8.36728395061728,0.352,206.116477272727,1,16.092,1,11.302
0.2,0.28,75,0.666,8.54204204204204,0.334,203.718562874251,1,15.583,1,11.428
0.2,0.28,76,0.645,8.81395348837209,0.355,201.938028169014,1,15.879,1,11.365
0.2,0.28,77,0.649,8.71186440677966,0.351,202.834757834758,1,15.7,1,11.666
0.2,0.28,78,0.644,8.02173913043478,0.356,202.705056179775,1,15.861,1,11.197
0.2,0.28,79,0.634,9.27760252365931,0.366,202.959016393443,1,15.969,1,11.666
0.2,0.28,80,0.638,8.88871473354232,0.362,203.033149171271,1,15.792,1,10.82
0.2,0.28,81,0.65,9.24923076923077,0.35,200.948571428571,1,16.318,1,11.63
0.2,0.28,82,0.653,8.57427258805513,0.347,203.484149855908,1,16.238,1,10.909
0.2,0.28,83,0.647,9.36012364760433,0.353,203.512747875354,1,16.035,1,11.203
0.2,0.28,84,0.639,10.3990610328638,0.361,203.565096952909,1,16.29,1,11.907
0.2,0.28,85,0.632,9.53006329113924,0.368,204.038043478261,1,15.805,1,12.005
0.2,0.28,86,0.635,9.66456692913386,0.365,204.306849315068,1,15.998,1,11.693
0.2,0.28,87,0.624,8.26282051282051,0.376,202.101063829787,1,15.275,1,11.261
0.2,0.28,88,0.632,9.125,0.368,201.671195652174,1,15.913,1,11.316
0.2,0.28,89,0.621,9.3768115942029,0.379,202.947229551451,1,15.594,1,11.293
0.2,0.28,90,0.643,9.4805598755832,0.357,202.078431372549,1,15.89,1,10.905
0.2,0.28,91,0.648,9.81944444444444,0.352,206.252840909091,1,16.685,1,11.111
0.2,0.28,92,0.639,10.2003129890454,0.361,202.573407202216,1,16.34,1,11.429
0.2,0.28,93,0.618,9.43042071197411,0.382,203.586387434555,1,16.278,1,10.742
0.2,0.28,94,0.638,9.31034482758621,0.362,203.024861878453,1,16.075,1,10.688
0.2,0.28,95,0.663,7.48265460030166,0.337,205.290801186944,1,14.846,1,10.249
0.2,0.28,96,0.662,8.27341389728097,0.338,201.236686390533,1,15.456,1,10.509
0.2,0.28,97,0.636,9.93396226415094,0.364,203.35989010989,1,16.381,1,11.217
0.2,0.28,98,0.625,8.5392,0.375,204.317333333333,1,15.479,1,10.282
0.2,0.28,99,0.643,9.66096423017107,0.357,203.310924369748,1,16.381,1,10.849
0.2,0.28,100,0.657,8.59817351598173,0.343,201.790087463557,1,16.857,1,10.434
0.25,0.373333333333333,1,0.64,8.4,0.36,164.091666666667,1,15.341,1,11.121
0.25,0.373333333333333,2,0.611,8.17675941080196,0.389,164.123393316195,1,14.181,1,11.156
0.25,0.373333333333333,3,0.602,8,0.398,163.778894472362,1,13.497,1,11.072
0.25,0.373333333333333,4,0.595,8.85042016806723,0.405,162.069135802469,1,13.922,1,11.475
0.25,0.373333333333333,5,0.595,9.11764705882353,0.405,165.083950617284,1,13.779,1,11.783
0.25,0.373333333333333,6,0.619,8.60258481421648,0.381,164.044619422572,1,13.829,1,12.141
0.25,0.373333333333333,7,0.613,8.36704730831974,0.387,163.576227390181,1,13.66,1,11.552
0.25,0.373333333333333,8,0.615,9.06829268292683,0.385,166.436363636364,1,13.855,1,12.238
0.25,0.373333333333333,9,0.608,8.51644736842105,0.392,165.533163265306,1,13.306,1,12.111
0.25,0.373333333333333,10,0.606,8.44224422442244,0.394,162.984771573604,1,13.69,1,12.447
0.25,0.373333333333333,11,0.604,8.88245033112583,0.396,164.088383838384,1,13.719,1,12.788
0.25,0.373333333333333,12,0.618,9.67313915857605,0.382,165.120418848168,1,14.761,1,13.111
0.25,0.373333333333333,13,0.593,10.0860033726813,0.407,164.09828009828,1,14.256,1,12.939
0.25,0.373333333333333,14,0.624,10.1137820512821,0.376,165.659574468085,1,14.347,1,13.72
0.25,0.373333333333333,15,0.62,9.88548387096774,0.38,165.763157894737,1,14.517,1,13.735
0.25,0.373333333333333,16,0.6,10.2433333333333,0.4,163.9675,1,14.038,1,13.935
0.25,0.373333333333333,17,0.573,9.39267015706806,0.427,165.786885245902,1,13.595,1,13.837
0.25,0.373333333333333,18,0.638,9.06426332288401,0.362,164.944751381215,1,14.42,1,14
0.25,0.373333333333333,19,0.615,8.84715447154472,0.385,163.831168831169,1,13.902,1,13.028
0.25,0.373333333333333,20,0.586,9.89419795221843,0.414,163.214975845411,1,13.399,1,13.726
0.25,0.373333333333333,21,0.61,9.39180327868852,0.39,163.438461538462,1,13.163,1,14.093
0.25,0.373333333333333,22,0.626,10.1964856230032,0.374,164.112299465241,1,14.101,1,14.533
0.25,0.373333333333333,23,0.589,9.48896434634974,0.411,165.287104622871,1,13.593,1,13.811
0.25,0.373333333333333,24,0.605,10.601652892562,0.395,163.410126582278,1,14.683,1,14.317
0.25,0.373333333333333,25,0.611,9.99018003273322,0.389,164.334190231362,1,14.723,1,14.118
0.25,0.373333333333333,26,0.613,9.30016313213703,0.387,166.165374677003,1,14.155,1,14.192
0.25,0.373333333333333,27,0.614,8.67752442996743,0.386,166.481865284974,1,13.452,1,14.106
0.25,0.373333333333333,28,0.572,9.83916083916084,0.428,165.002336448598,1,13.393,1,13.615
0.25,0.373333333333333,29,0.61,9.71147540983607,0.39,165.035897435897,1,13.838,1,14.019
0.25,0.373333333333333,30,0.594,8.74579124579125,0.406,163.748768472906,1,13.409,1,13.744
0.25,0.373333333333333,31,0.624,8.32211538461539,0.376,164.922872340426,1,13.396,1,13.206
0.25,0.373333333333333,32,0.588,10.5527210884354,0.412,164.919902912621,1,13.847,1,13.631
0.25,0.373333333333333,33,0.569,9.72407732864675,0.431,166.294663573086,1,13.691,1,13.797
0.25,0.373333333333333,34,0.606,10.8250825082508,0.394,162.893401015228,1,14.714,1,14.262
0.25,0.373333333333333,35,0.608,9.26315789473684,0.392,164.257653061224,1,13.861,1,14.132
0.25,0.373333333333333,36,0.603,10.9850746268657,0.397,162.939546599496,1,14.432,1,15.026
0.25,0.373333333333333,37,0.581,9.89672977624785,0.419,164.687350835322,1,14.091,1,14.801
0.25,0.373333333333333,38,0.583,9.33104631217839,0.417,165.007194244604,1,13.523,1,14.089
0.25,0.373333333333333,39,0.601,9.33610648918469,0.399,163.842105263158,1,13.854,1,13.704
0.25,0.373333333333333,40,0.59,9.34067796610169,0.41,164.4,1,13.55,1,13.417
0.25,0.373333333333333,41,0.629,9.17488076311606,0.371,165.326145552561,1,13.837,1,13.407
0.25,0.373333333333333,42,0.6,9.86166666666667,0.4,165.1875,1,13.985,1,12.943
0.25,0.373333333333333,43,0.594,10.4410774410774,0.406,166.381773399015,1,14.505,1,12.577
0.25,0.373333333333333,44,0.634,9.28864353312303,0.366,164.292349726776,1,14.38,1,12.667
0.25,0.373333333333333,45,0.565,9.58761061946903,0.435,166.213793103448,1,13.695,1,12.388
0.25,0.373333333333333,46,0.59,8.60847457627119,0.41,166.146341463415,1,13.481,1,12.123
0.25,0.373333333333333,47,0.593,8.40303541315346,0.407,166.678132678133,1,13.159,1,12.391
0.25,0.373333333333333,48,0.621,8.22061191626409,0.379,166.825857519789,1,13.593,1,12.439
0.25,0.373333333333333,49,0.609,8.8752052545156,0.391,165.386189258312,1,13.313,1,12.781
0.25,0.373333333333333,50,0.597,9.94304857621441,0.403,165.722084367246,1,13.685,1,12.85
0.25,0.373333333333333,51,0.6,9.65666666666667,0.4,164.0725,1,14.279,1,12.809
0.25,0.373333333333333,52,0.598,8.73578595317726,0.402,164.412935323383,1,13.812,1,12.274
0.25,0.373333333333333,53,0.609,8.35303776683087,0.391,164.20716112532,1,13.813,1,12.292
0.25,0.373333333333333,54,0.633,8.19431279620853,0.367,164.193460490463,1,14.227,1,12.14
0.25,0.373333333333333,55,0.587,8.9557069846678,0.413,164.208232445521,1,14.357,1,12.3
0.25,0.373333333333333,56,0.59,9.79830508474576,0.41,165.424390243902,1,13.951,1,12.298
0.25,0.373333333333333,57,0.59,9.88813559322034,0.41,164.795121951219,1,14.569,1,12.476
0.25,0.373333333333333,58,0.62,8.26451612903226,0.38,163.055263157895,1,13.81,1,12.434
0.25,0.373333333333333,59,0.618,9.52427184466019,0.382,165.612565445026,1,13.953,1,12.551
0.25,0.373333333333333,60,0.588,10.4982993197279,0.412,163.325242718447,1,14.58,1,12.917
0.25,0.373333333333333,61,0.596,9.01174496644295,0.404,164.326732673267,1,13.493,1,12.726
0.25,0.373333333333333,62,0.595,8.02352941176471,0.405,165.40987654321,1,13.285,1,12.015
0.25,0.373333333333333,63,0.609,7.79802955665025,0.391,165.271099744246,1,13.629,1,12.407
0.25,0.373333333333333,64,0.596,8.48322147651007,0.404,165.014851485149,1,13.599,1,12.307
0.25,0.373333333333333,65,0.588,8.92176870748299,0.412,166.029126213592,1,14.237,1,12.188
0.25,0.373333333333333,66,0.564,9.64007092198582,0.436,162.685779816514,1,13.583,1,12.297
0.25,0.373333333333333,67,0.615,9.42926829268293,0.385,165.4,1,14.25,1,13.208
0.25,0.373333333333333,68,0.599,9.53255425709516,0.401,165.586034912718,1,13.578,1,13.704
0.25,0.373333333333333,69,0.616,8.00162337662338,0.384,164.627604166667,1,12.54,1,12.967
0.25,0.373333333333333,70,0.595,9.2436974789916,0.405,165.503703703704,1,13.76,1,12.691
0.25,0.373333333333333,71,0.612,8.24673202614379,0.388,162.716494845361,1,13.551,1,11.976
0.25,0.373333333333333,72,0.615,9.27317073170732,0.385,165.761038961039,1,14.121,1,12.905
0.25,0.373333333333333,73,0.593,9.62731871838111,0.407,164.776412776413,1,14.287,1,12.613
0.25,0.373333333333333,74,0.588,9.88945578231293,0.412,165.432038834951,1,14.147,1,12.658
0.25,0.373333333333333,75,0.612,9.47549019607843,0.388,164.600515463918,1,13.772,1,13.079
0.25,0.373333333333333,76,0.591,9.14213197969543,0.409,165.075794621027,1,13.515,1,12.543
0.25,0.373333333333333,77,0.606,9.1947194719472,0.394,162.535532994924,1,14.35,1,12.731
0.25,0.373333333333333,78,0.609,8.21346469622332,0.391,164.061381074169,1,13.375,1,12.012
0.25,0.373333333333333,79,0.594,9.07239057239057,0.406,166.810344827586,1,13.31,1,12.137
0.25,0.373333333333333,80,0.568,9.45246478873239,0.432,163.087962962963,1,13.326,1,12.486
0.25,0.373333333333333,81,0.612,9.62908496732026,0.388,162.920103092784,1,13.642,1,13.301
0.25,0.373333333333333,82,0.591,10.5939086294416,0.409,165.437652811736,1,14.314,1,13.873
0.25,0.373333333333333,83,0.606,9.34158415841584,0.394,164.489847715736,1,13.628,1,13.819
0.25,0.373333333333333,84,0.607,9.02635914332784,0.393,163.460559796438,1,13.706,1,13.392
0.25,0.373333333333333,85,0.609,9.28899835796387,0.391,164.071611253197,1,13.901,1,13.577
0.25,0.373333333333333,86,0.601,10.2063227953411,0.399,164.857142857143,1,14.05,1,13.519
0.25,0.373333333333333,87,0.607,9.38879736408567,0.393,163.010178117048,1,13.882,1,12.981
0.25,0.373333333333333,88,0.588,9.76190476190476,0.412,166.410194174757,1,13.501,1,13.024
0.25,0.373333333333333,89,0.613,9.29037520391517,0.387,163.989664082687,1,13.93,1,13.256
0.25,0.373333333333333,90,0.588,9.49489795918367,0.412,164.419902912621,1,13.42,1,13.239
0.25,0.373333333333333,91,0.589,9.45331069609508,0.411,164.669099756691,1,13.374,1,13.391
0.25,0.373333333333333,92,0.598,9.30602006688963,0.402,165.674129353234,1,13.596,1,13.091
0.25,0.373333333333333,93,0.601,8.58402662229617,0.399,164.513784461153,1,13.422,1,12.448
0.25,0.373333333333333,94,0.599,9.11519198664441,0.401,164.822942643392,1,13.656,1,13.094
0.25,0.373333333333333,95,0.609,8.39080459770115,0.391,165.700767263427,1,13.291,1,12.875
0.25,0.373333333333333,96,0.581,9.77624784853701,0.419,165.08830548926,1,13.877,1,13.24
0.25,0.373333333333333,97,0.589,10.7181663837012,0.411,165.330900243309,1,14.241,1,13.681
0.25,0.373333333333333,98,0.639,9.0735524256651,0.361,163.880886426593,1,14.229,1,13.623
0.25,0.373333333333333,99,0.6,10.2083333333333,0.4,165.5325,1,14.622,1,13.811
0.25,0.373333333333333,100,0.611,9.76759410801964,0.389,164.043701799486,1,14.037,1,13.784
0.3,0.48,1,0.569,10.0579964850615,0.431,139.466357308585,1,13.228,1,13.972
0.3,0.48,2,0.531,10.2806026365348,0.469,139.669509594883,1,12.588,1,14.376
0.3,0.48,3,0.563,9.65186500888099,0.437,140.192219679634,1,12.51,1,14.659
0.3,0.48,4,0.608,9.00328947368421,0.392,139.375,1,12.397,1,14.833
0.3,0.48,5,0.576,9.25868055555556,0.424,138.292452830189,1,11.816,1,14.706
0.3,0.48,6,0.584,9.00513698630137,0.416,142.103365384615,1,11.918,1,14.46
0.3,0.48,7,0.548,9.77007299270073,0.452,139.535398230089,1,12.589,1,14.686
0.3,0.48,8,0.56,9.63571428571429,0.44,139.722727272727,1,12.327,1,15.06
0.3,0.48,9,0.565,9.44247787610619,0.435,138.15632183908,1,12.349,1,15.124
0.3,0.48,10,0.587,9.05962521294719,0.413,140.845036319613,1,12.147,1,15.483
0.3,0.48,11,0.575,10.1982608695652,0.425,138.670588235294,1,12.643,1,15.489
0.3,0.48,12,0.56,10.0589285714286,0.44,140.570454545455,1,12.677,1,15.491
0.3,0.48,13,0.59,8.93898305084746,0.41,139.89512195122,1,12.37,1,15.12
0.3,0.48,14,0.555,9.84684684684685,0.445,139.586516853933,1,12.412,1,15.438
0.3,0.48,15,0.558,9.32974910394265,0.442,139.85520361991,1,12.197,1,15.187
0.3,0.48,16,0.582,9.15979381443299,0.418,138.057416267943,1,11.999,1,15.29
0.3,0.48,17,0.551,9.15970961887477,0.449,138.668151447661,1,11.664,1,15.29
0.3,0.48,18,0.549,9.90163934426229,0.451,138.957871396896,1,11.834,1,15.06
0.3,0.48,19,0.573,9.33507853403141,0.427,139.925058548009,1,12.334,1,15.143
0.3,0.48,20,0.559,10.4722719141324,0.441,138.65306122449,1,12.577,1,15.67
0.3,0.48,21,0.583,9.24528301886792,0.417,138.297362110312,1,12.433,1,16.042
0.3,0.48,22,0.569,10.4340949033392,0.431,139.496519721578,1,12.6,1,16.172
0.3,0.48,23,0.566,11.0194346289753,0.434,140.377880184332,1,12.807,1,16.741
0.3,0.48,24,0.573,10.1640488656195,0.427,139.711943793911,1,12.39,1,16.071
0.3,0.48,25,0.563,9.63232682060391,0.437,139.897025171625,1,12.271,1,15.685
0.3,0.48,26,0.584,8.9041095890411,0.416,139.259615384615,1,12.118,1,15.76
0.3,0.48,27,0.552,9.95833333333333,0.448,141.011160714286,1,11.904,1,15.905
0.3,0.48,28,0.583,8.66209262435678,0.417,139.393285371703,1,11.348,1,15.626
0.3,0.48,29,0.556,10.0053956834532,0.444,140.279279279279,1,12.047,1,15.797
0.3,0.48,30,0.592,9.46452702702703,0.408,139.96568627451,1,12.113,1,15.82
0.3,0.48,31,0.583,10.0188679245283,0.417,139.196642685851,1,12.65,1,15.548
0.3,0.48,32,0.551,10.4900181488203,0.449,139.674832962138,1,12.737,1,15.711
0.3,0.48,33,0.588,10.5799319727891,0.412,138.305825242718,1,13.561,1,16.125
0.3,0.48,34,0.576,10.8940972222222,0.424,139.75,1,13.261,1,15.781
0.3,0.48,35,0.532,10.8609022556391,0.468,137.446581196581,1,12.825,1,15.746
0.3,0.48,36,0.584,10.7465753424658,0.416,139.887019230769,1,12.895,1,16.227
0.3,0.48,37,0.576,10.0746527777778,0.424,139.030660377358,1,12.391,1,16.184
0.3,0.48,38,0.6,8.76833333333333,0.4,139.0925,1,12.111,1,16.294
0.3,0.48,39,0.589,9.46179966044143,0.411,137.209245742092,1,12.321,1,16.4
0.3,0.48,40,0.579,10.2400690846287,0.421,140.425178147268,1,12.609,1,16.58
0.3,0.48,41,0.592,10.2685810810811,0.408,139.257352941176,1,12.429,1,16.587
0.3,0.48,42,0.567,10.1887125220459,0.433,139.454965357968,1,12.314,1,16.539
0.3,0.48,43,0.578,10.9567474048443,0.422,137.741706161137,1,12.901,1,16.839
0.3,0.48,44,0.566,10.7314487632509,0.434,139.092165898618,1,12.479,1,17.069
0.3,0.48,45,0.569,9.89103690685413,0.431,138.972157772622,1,12.187,1,16.939
0.3,0.48,46,0.595,9.69579831932773,0.405,140.012345679012,1,12.409,1,17.089
0.3,0.48,47,0.581,10.6247848537005,0.419,136.763723150358,1,12.623,1,17.011
0.3,0.48,48,0.587,10.7580919931857,0.413,139.38014527845,1,12.694,1,17.133
0.3,0.48,49,0.564,11.145390070922,0.436,138.188073394495,1,13.35,1,17.133
0.3,0.48,50,0.542,12.0940959409594,0.458,139.091703056769,1,13.459,1,17.05
0.3,0.48,51,0.564,12.1719858156028,0.436,139.447247706422,1,13.534,1,17.361
0.3,0.48,52,0.545,11.9119266055046,0.455,139.973626373626,1,12.978,1,16.831
0.3,0.48,53,0.554,10.6480144404332,0.446,139.40134529148,1,12.917,1,16.446
0.3,0.48,54,0.589,8.44142614601019,0.411,139.907542579075,1,12.024,1,15.944
0.3,0.48,55,0.561,8.87344028520499,0.439,139.75854214123,1,11.923,1,15.928
0.3,0.48,56,0.57,10.1421052631579,0.43,139.462790697674,1,12.522,1,16.227
0.3,0.48,57,0.567,8.85537918871252,0.433,138.443418013857,1,11.807,1,15.666
0.3,0.48,58,0.533,10.7317073170732,0.467,138.832976445396,1,12.014,1,16.045
0.3,0.48,59,0.543,11.8766114180479,0.457,140.520787746171,1,12.651,1,16.266
0.3,0.48,60,0.553,10.4339963833635,0.447,140.143176733781,1,11.956,1,16.153
0.3,0.48,61,0.6,10.4683333333333,0.4,139.34,1,12.23,1,16.421
0.3,0.48,62,0.567,10.4144620811287,0.433,139.517321016166,1,12.366,1,16.501
0.3,0.48,63,0.57,9.37719298245614,0.43,140.825581395349,1,12.218,1,15.788
0.3,0.48,64,0.59,9.35593220338983,0.41,140.173170731707,1,12.326,1,15.897
0.3,0.48,65,0.544,10.2849264705882,0.456,138.813596491228,1,12.374,1,16.109
0.3,0.48,66,0.581,10.3545611015491,0.419,139.474940334129,1,12.75,1,16.319
0.3,0.48,67,0.595,10.6319327731092,0.405,139.597530864198,1,13.157,1,16.937
0.3,0.48,68,0.575,10.28,0.425,137.282352941176,1,12.897,1,16.599
0.3,0.48,69,0.586,9.68259385665529,0.414,139.014492753623,1,12.374,1,16.499
0.3,0.48,70,0.56,10.9589285714286,0.44,141.331818181818,1,12.791,1,17.063
0.3,0.48,71,0.585,10.7965811965812,0.415,138.13734939759,1,12.873,1,17.219
0.3,0.48,72,0.582,10.807560137457,0.418,139.968899521531,1,12.924,1,17.578
0.3,0.48,73,0.564,10.7234042553191,0.436,139.561926605505,1,13.204,1,17.637
0.3,0.48,74,0.557,10.048473967684,0.443,139.668171557562,1,12.339,1,17.417
0.3,0.48,75,0.563,10.9449378330373,0.437,138.272311212815,1,12.612,1,17.91
0.3,0.48,76,0.566,10.0971731448763,0.434,139.928571428571,1,12.572,1,18.097
0.3,0.48,77,0.565,10.6353982300885,0.435,140.445977011494,1,12.506,1,18.433
0.3,0.48,78,0.555,10.9279279279279,0.445,140.67191011236,1,12.367,1,17.706
0.3,0.48,79,0.566,11.3763250883392,0.434,138.824884792627,1,12.564,1,17.974
0.3,0.48,80,0.582,10.7783505154639,0.418,139.385167464115,1,12.418,1,17.794
0.3,0.48,81,0.622,8.9903536977492,0.378,139.571428571429,1,11.639,1,17.255
0.3,0.48,82,0.573,9.89877835951134,0.427,140.529274004684,1,12.031,1,17.303
0.3,0.48,83,0.583,9.07718696397942,0.417,137.961630695444,1,11.499,1,17.145
0.3,0.48,84,0.554,9.55054151624549,0.446,141.318385650224,1,11.716,1,17.275
0.3,0.48,85,0.556,10.7571942446043,0.444,139.252252252252,1,12.637,1,17.183
0.3,0.48,86,0.586,9.51023890784983,0.414,140.664251207729,1,12.463,1,16.89
0.3,0.48,87,0.579,9.8825561312608,0.421,140.605700712589,1,12.291,1,16.835
