SeedDensity,PlantDensity,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
160,2,27,0.439,0.196304630304567,0.561,6.33980711672764,1,14.4182242990654,1,2
160,2,28,0.418,0.218394447437645,0.582,6.36972529935327,1,16.7469586374696,1,1.125
160,2,29,0.427,0.200551453110639,0.573,6.01222977146387,1,15.2048192771084,1,1.46153846153846
160,2,30,0.421,0.184958641016702,0.579,5.8748285526865,1,14.1581508515815,1,1.7
160,2,31,0.405,0.180775203625646,0.595,5.76347615756738,1,14.3425692695214,1,1.21428571428571
160,2,32,0.432,0.203689031153931,0.568,5.43045951371849,1,15.2642857142857,1,1.30769230769231
160,2,33,0.434,0.21021772890058,0.566,5.201589361012,1,15.7452380952381,1,1.35294117647059
160,2,34,0.449,0.233099863721358,0.551,4.91201637881254,1,16.5101123595506,1,2
160,2,35,0.459,0.21291160903876,0.541,4.73134252169474,1,15.2090909090909,1,1.36842105263158
160,2,36,0.479,0.217855671410009,0.521,4.43006314952016,1,14.6289978678038,1,1.25
160,2,37,0.424,0.203245333248819,0.576,4.77459273940156,1,15.3942307692308,1,1.08333333333333
160,2,38,0.473,0.235793743859538,0.527,4.22584142547374,1,16.0757575757576,1,1.16666666666667
160,2,39,0.434,0.209235254967832,0.566,4.44912764003673,1,15.411214953271,1,1
160,2,40,0.444,0.20688999461224,0.556,4.23813574498567,1,15.0323325635104,1,1.61538461538462
160,2,41,0.447,0.180933667163186,0.553,4.12403337847875,1,13.0068493150685,1,1.33333333333333
160,2,42,0.432,0.192501505403607,0.568,4.111352687897,1,14.2948113207547,1,1.41666666666667
160,2,43,0.436,0.200329604158083,0.564,3.98284834103493,1,14.9312796208531,1,1.42857142857143
160,2,44,0.447,0.209203562260324,0.553,3.82709367624318,1,15.147465437788,1,2.07692307692308
160,2,45,0.424,0.194276297024055,0.576,3.85502982107356,1,14.5857142857143,1,1.125
160,2,46,0.426,0.188286375305042,0.574,3.7973876535531,1,14.2674698795181,1,1.75
160,2,47,0.436,0.231578613760974,0.564,3.69818928788801,1,17.013986013986,1,1.1
160,2,48,0.44,0.225715462871993,0.56,3.53072854588796,1,16.4941995359629,1,1.44444444444444
160,2,49,0.462,0.221151712990841,0.538,3.30891696487256,1,15.1960784313725,1,1
160,2,50,0.419,0.199220359395303,0.581,3.56534487074052,1,15.2579075425791,1,1.7
160,2,51,0.464,0.219693848445473,0.536,3.16766656141459,1,15.1798245614035,1,1.25
160,2,52,0.427,0.210249421608088,0.573,3.31940431971385,1,15.7109004739336,1,0.833333333333333
160,2,53,0.443,0.217063353722309,0.557,3.21820267944521,1,15.7534562211982,1,1.33333333333333
160,2,54,0.441,0.229518587772953,0.559,3.131259936407,1,16.7610208816705,1,1.66666666666667
160,2,55,0.418,0.185402338921814,0.582,3.17680509521024,1,14.1946472019465,1,1.81818181818182
160,2,56,0.448,0.187335594079802,0.552,2.99572240311562,1,13.5981524249423,1,1.5
160,2,57,0.441,0.202991791588755,0.559,2.98538497726204,1,14.8213457076566,1,1.58333333333333
160,2,58,0.434,0.213355306943872,0.566,2.97343687405627,1,15.6302325581395,1,2.4
160,2,59,0.429,0.213925775679016,0.571,2.95000302828417,1,16.0835322195704,1,1.07692307692308
