SeedDensity,PlantDensity,Run,pEscape,timeEscape,pExtinct,timeExtinct,pRWplant,timeRWplant,pRRplant,timeRRplant
120,1.5,24,0.394,0.215215532258575,0.606,Inf,1,17.261421319797,1,18.2309644670051
120,1.5,25,0.386,0.172299116333576,0.614,Inf,1,14.1113989637306,1,15.0751295336788
120,1.5,26,0.394,0.201976372216767,0.606,Inf,1,16.2131979695431,1,17.1573604060914
120,1.5,27,0.4,0.198492382732081,0.6,Inf,1,15.69,1,16.645
120,1.5,28,0.388,0.17800019003579,0.612,Inf,1,14.5025773195876,1,15.4664948453608
120,1.5,29,0.39,0.212681721724258,0.61,Inf,1,17.2333333333333,1,18.2025641025641
120,1.5,30,0.406,0.19085927849745,0.594,Inf,1,14.8743842364532,1,15.8054187192118
120,1.5,31,0.397,0.190447534285624,0.603,Inf,1,15.1561712846348,1,16.1360201511335
120,1.5,32,0.363,0.184619770056694,0.637,Inf,1,16.0771349862259,1,17.0385674931129
120,1.5,33,0.375,0.168941817375606,0.625,Inf,1,14.2453333333333,1,15.2026666666667
120,1.5,34,0.38,0.198460710100402,0.62,Inf,1,16.5157894736842,1,17.4631578947368
120,1.5,35,0.393,0.199505906945808,0.607,Inf,1,16.0483460559796,1,17.0076335877863
120,1.5,36,0.388,0.186266746904,0.612,Inf,1,15.180412371134,1,16.1340206185567
120,1.5,37,0.397,0.177525100560606,0.603,Inf,1,14.1335012594458,1,15.103274559194
120,1.5,38,0.371,0.165616191049314,0.629,Inf,1,14.1159029649596,1,15.0673854447439
120,1.5,39,0.405,0.183986317423115,0.595,Inf,1,14.362962962963,1,15.3234567901235
120,1.5,40,0.346,0.173249295283945,0.654,Inf,1,15.8265895953757,1,16.7890173410405
120,1.5,41,0.367,0.206030469071675,0.633,Inf,1,17.7438692098093,1,18.7029972752044
120,1.5,42,0.406,0.220346498590568,0.594,Inf,1,17.1428571428571,1,18.128078817734
120,1.5,43,0.397,0.191049314287524,0.603,Inf,1,15.2115869017632,1,16.176322418136
120,1.5,44,0.375,0.187280271117727,0.625,Inf,1,15.7813333333333,1,16.7546666666667
120,1.5,45,0.389,0.193709815348557,0.611,Inf,1,15.7377892030848,1,16.7043701799486
120,1.5,46,0.377,0.21445538909828,0.623,Inf,1,17.9761273209549,1,18.9442970822281
120,1.5,47,0.392,0.201184556424793,0.608,Inf,1,16.2142857142857,1,17.1938775510204
120,1.5,48,0.401,0.200487758527856,0.599,Inf,1,15.8029925187032,1,16.7680798004988
120,1.5,49,0.386,0.194406613245495,0.614,Inf,1,15.9067357512953,1,16.8963730569948
120,1.5,50,0.38,0.201247901688151,0.62,Inf,1,16.7368421052632,1,17.7026315789474
120,1.5,51,0.421,0.212745066987616,0.579,Inf,1,15.9714964370546,1,16.938242280285
120,1.5,52,0.37,0.204256801697653,0.63,Inf,1,17.4405405405405,1,18.4189189189189
120,1.5,53,0.397,0.215310550153612,0.603,Inf,1,17.1284634760705,1,18.1158690176322
120,1.5,54,0.403,0.188578849016565,0.597,Inf,1,14.7890818858561,1,15.7593052109181
120,1.5,55,0.398,0.187660342697875,0.602,Inf,1,14.9020100502513,1,15.8693467336683
120,1.5,56,0.381,0.20618883223007,0.619,Inf,1,17.0997375328084,1,18.0734908136483
120,1.5,57,0.392,0.195071738510753,0.608,Inf,1,15.719387755102,1,16.7040816326531
120,1.5,58,0.387,0.184556424793336,0.613,Inf,1,15.0749354005168,1,16.0387596899225
120,1.5,59,0.403,0.188578849016565,0.597,Inf,1,14.7866004962779,1,15.7617866004963
120,1.5,60,0.404,0.22303867228328,0.596,Inf,1,17.4405940594059,1,18.4207920792079
120,1.5,61,0.392,0.163747505780255,0.608,Inf,1,13.2066326530612,1,14.1709183673469
120,1.5,62,0.403,0.226332625977892,0.597,Inf,1,17.7444168734491,1,18.7196029776675
120,1.5,63,0.358,0.169480252114148,0.642,Inf,1,14.9776536312849,1,15.9162011173184
